identity,question,a,b,c,d,correct_ answer
hsc-physics-12-126,\vec{V}=x^{2}\hat{i}-2z\hat{j}+y\hat{k} འདི་ཨིན་པ་ཅིན་ div\vec{V}= ?,༣༧༤༡.༣ J,༣༧༤ J,༣༧.༤ J,༧༣༤ J,a
hsc-physics-12-127,ཟུར་ཐིག་ཚུ་ཡར་འཕར་འབདཝ་ད་ ཟུར་ཐིག་གི་རིང་ཚད་དེ་ ཚར་ག་དེ་ཅིག་ལུ་ ཡར་འཕར་འགྱོཝ་ཨིན་ན?,ཀི་ལོ་གྷ་ཊར་ ༢་གི་གྱངས་ཁ་འདི་ ༡༠^{-1} ནུས་ཤུགས་ཨིན།,༦.༦༧ \times ༡༠^{-༡༡} Nm^{-༢} kg^{-༢},0.667\times 10^{-10}Nm^{2} kg^{-2} འདི་ཡང་ ཀི་ལོ་གྷ་རེ་ལུ་ བརྒྱ་ཆ་ ༡༠^{-1} འབད་མི་ལུ་ཨང་བཏགས་ནུག,0.0667\times 10^{-9}Nm^{2} kg^{-2} འདི་ཡང་ ཀི་ལོ་གྷ་རེ་ལུ་ བརྒྱ་ཆ་ ༡༠^{-2}ཨིན།,c
hsc-physics-12-128,སེརཊི་བཱོརཊི་གི་ཤུགས་ལུ་ཡོད་པའི་རྡུལ་ཕྲན་ཅིག་གི་ མགྱོགས་ཚད་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,དུས་རྒྱུན་གྱི་,ཟུར་ཐིག་གི་མཐའམ་,ཐད་ཕྲང་ཐིག་,ཟུར་ཐིག་,a
hsc-physics-12-130,i. ༡.༠༡༣\times ༡༠^{5} ནཱམ་^{-2},4,2,\frac{1}{2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{1}{4}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,a
hsc-physics-12-131,༢། ༡.༠༡༣\times ༡༠^{5}Pa འདི་ ༡.༠༡༣\times ༡༠^{5}Pa ཨིན་པས།,a=\omega x^{2} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,a=-\omega^{2} x འདི་ཡང་,a=-\omega x དེ་ནང་ལུ་,a=\omega^{2} x འདི་ཡང་,b
hsc-physics-12-132,iiii.༧༦༠ mmHg,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-physics-12-133,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,3PV = 2RT ཨིན་པས།,2PV = \frac{1}{3} RT ཨིན་པ་ཅིན་,2PV = 3RT ཨིན་པས།,\frac{PV}{RT}=\frac{2}{3} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,c
hsc-physics-12-134,\hat{i} དང་ \hat{j} ལུ་གཞི་བསྟུན་འབད་ཡོད་པའི་ ས་སྒོ་འདི་ནང་ལུ་ ཟུར་ཐིག་གི་བེ་ཊར་གཅིག་འདི་,22.4 ལི་ཊར་,22.9 ལི་ཊར་,ལི་ཊར་ ༢༨.༤,ལི་ཊར་ ༢༢.༨,a
hsc-physics-12-135,སྣུམ་འཁོར་ཅིག་གིས་ ཉེན་སྲུང་ལྡན་པའི་ལམ་ཁར་ འགྱོ་དགོ་པ་ཅིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",c
hsc-physics-12-136,ཟུར་གྱི་ཤུགས་ཚད་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,P\infty T,P\infty T^{2} འདི་ཡང་,P\infty \frac{1}{2} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,P\infty \sqrt{T} དེ་ནང་ལུ་,a
hsc-physics-12-137,རྡུལ་ཕྲན་འདི་ནང་ལུ་ ནུས་ཤུགས་ག་ཏེ་ཡོདཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-physics-12-139,སྣུམ་འཁོར་ཅིག་གིས་ ཉེན་སྲུང་ལྡན་པའི་ལམ་ཁར་ འགྱོ་དགོ་པ་ཅིན་,v\leq (\mu rg) ^{\frac{1}{2}} འདི་ཡང་ སྦ་སྒོར་གི་ས་སྒོ་འདི་ཨིན།,v\leq \mu rg འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,v>\mu rg,v>(\mu rg) ^{\frac{1}{2}} འདི་ཡང་ སྦ་སྒོར་ནང་ཨིན་,a
hsc-physics-12-140,ཟུར་གྱི་ཤུགས་ཚད་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,kgm^{2}s^{-2} འདི་ཡང་ ཀི་ལོ་མི་ཊར་ ༢་ལུ་ཡར་འཕར་འགྱོཝ་ཨིན།,kgms^{-2} འདི་ཡང་,kgms^{-1} འདི་ཡང་,kgm^{2}s^{-1}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,d
hsc-physics-12-141,རྡུལ་ཕྲན་འདི་ནང་ལུ་ ནུས་ཤུགས་ག་ཏེ་ཡོདཔ་ཨིན་ན?,གེརེ་ཝིཊི་ཊཱོན་,ནིའུ་ཊི་རོ་ནོ་,མ་སཱོན་,ཨེ་ལེཊརོནསི་,c
hsc-physics-12-143,i. Nm,༩༠^{\circ} འདི་ཡང་ 90^{\circ} འདི་ཡང་,༡༨༠^{\circ} དེ་ནང་ལུ་,༠^{\circ} འདི་ཡང་,༣༦༠^{\circ},a
hsc-physics-12-144,ii. dync-cm,K = \frac{2P}{m} ཨིན།,K = \frac{P}{2m} ཨིན།,K = \frac{2P^{2}}{2m} ཟེར་མི་འདི་ཨིན།,K = \frac{P^{2}}{2m} འདི་ ཀི་ལོ་མི་ཊར་ ༡༠༠ གི་རིང་ལུ་ཡོདཔ་ཨིན།,d
hsc-physics-12-145,iii. ft-poundal,a = -10\pi) x གི་མཐའ་མ་ལུ་ཡོདཔ་ཨིན།,a = -(20\pi) x འདི་ཡང་,a = -\left (\frac{2\pi}{10} \right) ^{2}x འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,a = -(20 \pi) ^{2}x འདི་ཨིན་མེན་ན་,c
hsc-physics-12-146,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,3 rads^{-1} གི་གནས་གོང་ལུ་ཡོད།,rads^{-1} གི་གནས་གོང་དེ་ ༡་ཨིན།,rads^{-1}ལུ་ 5 འབད་མི་,rads^{-1} གི་གནས་གོང་དེ་ 7 ཨིན།,c
hsc-physics-12-147,ཤུགས་ཀྱི་གནས་གོང་འདི་ ཀ་ལ་སིཊི་གི་ཐོག་ལས་ག་དེམ་ཅིག་འོང་ནི་སྨོ་ ཤུགས་ཀྱི་གནས་གོང་འདི་ ཀ་ལ་སིཊི་གི་ཐོག་ལས་ག་དེམ་ཅིག་འོང་ནི་སྨོ་,འདྲ་མཉམ་གྱི་བེ་ཊར་,བསྒྱུར་ལྡོག་གི་བེ་ཊར་,འདྲ་མཉམ་བེ་ཊར་,ཝེ་ཊར་,d
hsc-physics-12-148,ལྗིད་ཚད་ཀྱི་ཐད་ལུ་ ག་དེ་ཅིག་གིས་མ་ཕོགཔ་ཨིན་ན?,༡༠༠༠ J,༣༦༠༠ J,༦༠༠ J,ཇ་,d
hsc-physics-12-149,ས་གཞི་གི་མཐའ་འཁོར་ལུ་ འཁོར་ལམ་བདའ་སྟེ་འགྱོ་མི་ སེ་ཊའི་ལིག་ཅིག་ལུ་ ས་གཞི་གི་དབང་ཤུགས་ལས་བརྒལ་ཏེ་ སྣུམ་འཁོར་འདི་ག་དེ་ཅིག་མགྱོགས་དྲགས་འགྱོ་ཚུགས་ནི་ཨིན་ན?,\frac{2T^{2}}{k}ལུ་ བསྒྱུར་གཏང་ནུག,\frac{T^{2}}{2k} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{T^{2}}{2x} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,\frac{2k}{T^{2}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,b
hsc-physics-12-150,ཚད་ལྡན་གྱི་ས་སྒོ་འདི་ལས་ ཝི་ཅཊ་གི་ས་སྒོ་འདི་ ག་དེ་སྦེ་ཐོབ་ནི་ཨིན་ན?,ཁྲོ་ཤུགས་མར་ཕབ་འགྱོ་འོང་།,ཡར་སེང་འགྱོ་འོང་།,ཁྲག་ཤུགས་དེ་ འཕྲོ་མཐུད་དེ་ར་གནས་འོང་།,ག་ནི་ཡང་མེན།,b
hsc-physics-12-151,སེརཊི་བཱོལ་ཅིག་ལུ་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལུ་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལུ་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལུ་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལུ་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལུ་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལུ་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལུ་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལུ་ སེརཊི་བཱོལ་ལས་ སེརཊི་བཱོལ་ལུ་ སེརཊི་བཱོལ་ལུ་ སེརཊི་བཱོལ་ལུ་ སེརཊི་བཱོལ་ལུ་ སེ,1,-1,\pm 1 དེ་ནང་ལུ་,0,d
hsc-physics-12-152,Sphermometer གི་མཐའ་མཇུག་གི་གནས་ཚད་དེ་ 0.01 mm ཨིན་པ་ཅིན་ ཁྱོད་ཀྱིས་ འོག་གི་ཐིག་ཚད་ག་དེ་ཅིག་ དབྱེ་བ་ཕྱེ་ཚུགས་ག?,0\degree ཟེར་མི་འདི་,༣༠་\degrees,༩༠་\degree,༡༨༠་\degrees,c
hsc-physics-12-153,ཚད་མཚམས་བེ་ཊར་དང་ ལྕོགས་ཅན་བེ་ཊར་གི་འབྲས་བུ་འདི་,kgms^{2}s^{-2} འདི་ཡང་ ཀི་ལོ་མི་ཊར་ ༢་ལུ་ཡར་འཕར་འགྱོཝ་ཨིན།,kgm^{2}s^{-1}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,kgm^{2}s^{-3} འདི་ཡང་ ཀི་ལོ་མི་ཊར་༣་གི་བར་ན་ལུ་ཡོདཔ་ཨིན།,kgms^{-1} འདི་ཡང་,b
hsc-physics-12-154,དངོས་པོ་ལུ་དབང་ཤུགས་མེད་པ་ཅིན་,\pi rads^{-2} འདི་ ཀེར་ཐིག་གི་མཐའ་མ་ཨིན།,pi rads^{-2} གི་དོན་ལས་,4\pi rads^{-2} འདི་ཡང་ ཕྲང་ཕྲང་ཨིན་,8\pi rads^{-2} འདི་ཡང་ ཕྲང་ཕྲང་ཨིན་,b
hsc-physics-12-155,i. གཅིག་ཁར་སྡོད་དགོ།,ཕྲང་ཐིག་གི་ཐད་ཁ་ལུ་,ཟུར་ཐིག་གི་ཐད་ཁར་,མཐའ་འཁོར་གྱི་ལྟེ་བ་ལས་ ཕྱི་ཁ་ལུ་ཐལཝ་ཨིན།,དབྱེ་བ་འདི་དཀྱིལ་འཁོར་གྱི་ལྟེ་བ་ལུ་གཞི་བཞག་སྟེ་ཨིན།,a
hsc-physics-12-156,༢། ཕྲང་ཐིག་འདི་ ཕྲང་ཐིག་ནང་ལུ་འགྱོ་དགོ།,ML^{2}T^{-2} འདི་ལུ་བལྟ་བ་ཅིན་,ML^{2}T^{-1} འདི་ལུ་བལྟ་བ་ཅིན་,MLT^{-2} འདི་ཡང་,ML^{2}T^{-2} འདི་ལུ་བལྟ་བ་ཅིན་,a
hsc-physics-12-157,གསུམ་པ་ གློག་ཤུགས་འདི་ བསྒྱུར་བཅོས་འགྱོ་མི་ཚུགས།,27,21,18,8,a
hsc-physics-12-158,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,2075,65,2045,2025,b
hsc-physics-12-159,N_{2} གི་རང་དབང་གི་ཚད་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,མགྱོགས་ཚད་,མགྱོགས་དྲགས་འབད་དགོ,གནས་ས་,ག་ར་,d
hsc-physics-12-160,སྲོག་ཆགས་ཀྱི་ནུས་ཤུགས་ལུ་བརྟེན་པའི་ མེ་རླུང་གེསི་གི་གནད་དོན་འདི་ ག་གིས་འགོ་དང་པ་ར་ འགྲེལ་བཤད་རྐྱབ་ཡོདཔ་ཨིན་ན?,མཐོང་ཚུགསཔ་བཟོ་ནི་,རྒྱབ་ལོག་འགྱོ་ནི་,སྒྲིག་རྐྱབས།,ལཱ་གཡོག་གི་ཐད་ཁར་,b
hsc-physics-12-161,ཐར་པ་ཐོབ་ནིའི་སེམས་ཤུགས་དེ་ ག་ལུ་བརྟེན་ཏེ་ཨིན་ན?,ཟུར་ཐིག་གི་གནས་གོང་,ཐིག་ཁྲམ་ཐིག་ཁྲམ་,ཚ་གྱང་,དེ་འཕྲོ་ལས་,c
hsc-physics-12-162,འཛམ་གླིང་གི་རྒྱ་ཁྱོན་འདི་ དུམ་གྲ་རེ་བཞག་པ་ཅིན་ དངོས་པོའི་ལྗིད་ཚད་འདི་,0.0314 Nm^{-1} དེ་ ནུས་ཤུགས་ཀྱི་རིམ་པ་ཨིན།,0.09865 Nm^{-1} འདི་ ནུས་ཤུགས་ཀྱི་རིམ་པ་ཨིན།,0.02465 Nm^{-1} འདི་ ནུས་ཤུགས་ཀྱི་རིམ་པ་ཨིན།,0.3944 Nm^{-1} འདི་ ནུས་ཤུགས་ཀྱི་རིམ་པ་ཨིན།,b
hsc-physics-12-163,scalar གི་དཔེ་ཅིག་འདི་,0.42,2.4,4.2,24,d
hsc-physics-12-164,ཝེཀཊར་གཉིས་ཆ་ར་གི་བར་ནའི་ གནས་གོང་འདི་ སྦོམ་ཤོས་ཅིག་ཨིན་པ་ཅིན་ ཝེཀཊར་གཉིས་ཆ་ར་གི་བར་ན་ལུ་,ཚ་དྲོད་,དྲོད་ཚད་,ཚ་དྲོད་,རླུང་མ་ཤུགས་སྦེ་འཕུ་,b
hsc-physics-12-165,འཁོར་ལོའི་ལྗིད་ཚད་དང་དཀྱིལ་འཁོར་དེ་ ཀི་ལོ་གྷ་རམ་༢.༥ དང་མི་ཊར་༢ ཨིན་པས། འཁོར་ལོའི་ནང་ དབྱེ་ཁག་༡༠ rads^{-2} འབད་མི་ དབྱེ་ཁག་གཉིས་པའི་ཤུགས་འཕར་འགྱོ་ནི་གི་དོན་ལས་ ཐོ་རངས་འདི་ ༡༠ rads^{-2} ཨིན་པས།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-physics-12-166,"མི་ཊར་༡༥ འབད་མི་ཤིང་གི་འདབ་མ་གུ་ལས་ ཨམ་ཅུ་ཀུ་ལི་ཀེ་ཇི་༢༠༠་གིས་ ས་འོག་གི་འདམ་པ་དེ་ལུ་ གནོད་སྐྱོན་རྐྱབ་པའི་ཁར་ ས་འོག་གི་འདམ་དེ་ནང་ ལི་ཊར་༡༠་གི་ས་དོང་བཟོཝ་ཨིན་མས། [g = 9.8 ms^{-2}] འདི་ནང་ལུ་
སའི་འདམ་འདི་ག་དེ་ཅིག་གིས་ གནོད་སྐྱོན་རྐྱབ་ཡོདཔ་ཨིན་ན?",#ERROR!,#ERROR!,#ERROR!,- ༡༧༠°C,b
hsc-physics-12-167,ང་མ་ཤོང་པའི་སྐབས་ རླུང་མ་ཤོང་པའི་སྐབས་ རླུང་མ་ཤོང་པའི་སྐབས་,རླུང་མ་འཕུ་ནི་དེ་ མགྱོགས་དྲགས་སྦེ་འབད་དགོ,ཆརཔ་བརྐྱབ་ནི་བཟུམ་འདུག,བཙོག་རླུང་འདི་ མགྱོགས་དྲགས་སྦེ་སྤོ་དགོ།,ཉིནམ་འདི་ ལཱ་ཁག་རྐྱབ་ནི་ཅིག་ཨིན་མས།,c
hsc-physics-12-168,གཞི་རྟེན་ཆ་ཕྲན་གི་དཔེ་འདི་ ག་འདི་ཨིན་ན།,སྤུས་ཚད་གཅིག་པུ།,གློག་ཤུགས་གི་ཚད་,acceleration གི་ཚད་གཞི་,ནུས་ཤུགས་གི་ཚད་,a
hsc-physics-12-169,ཝེཊ་ཊར་གཉིས་ སྐར་མ་ \sqrt{18} དང་ ཝེཊ་ཊར་འདི་ སྐར་མ་ \sqrt{6} གྱི་གྱངས་ཁ་ཨིན། ཟུར་ཐིག་འདི་ ཝེ་ཀཊར་གཉིས་ཀྱི་བར་ནའི་ ཟུར་ཐིག་ཨིན།,༡༢༠^{\circ},༩༠^{\circ} འདི་ཡང་ 90^{\circ} འདི་ཡང་,༦༠^{\circ}ལུ་,༣༠^{\circ} འདི་ཡང་,d
hsc-physics-12-170,Rའདི་ འཛམ་གླིང་གི་དར་ཚིལ་ཨིན་པ་ཅིན་ gའདི་ ས་གཞི་གི་མཐོ་ཚད་ག་དེ་ཅིག་ལུ་ཡོདཔ་ཨིན་ནའི་ གནས་གོང་འདི་ ས་གཞི་གི་གནས་གོང་གི་ཕྱེད་ཀ་ཨིན།,༠.༢༠༧ R,༠.༤༡༤ R,༢་ཨར་,༤R,b
hsc-physics-12-171,ལགཔ་ལུ་ཕོག་མི་རྨ་འདི་ ...,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-physics-12-172,i. གློག་ཤུགས་དང་ གློག་ཤུགས་ཀྱི་ལཱ་གི་གྱངས་ཁ་,{g}'=1+\omega ^{2}R དེ་ ཨང་དང་པམ་ལུ་ཨེབ་གཏང་འབད།,{g}'=1-\omega ^{2}R དེ་ ཨོ་མཱག་དང་ཨོ་མཱག་གཉིས་པ་གི་བར་ན་ དབྱེ་བ་ཨིན།,{g}'=g-\omega ^{2}R དེ་ ཨང་དང་པམ་ནང་ཨིན་,{g}'=g+\omega ^{2}R དེ་ ཨང་དང་པམ་ནང་ཨིན་,c
hsc-physics-12-173,༢། གློག་ཤུགས་ཀྱི་འགྱུར་ལྡོག་,གཞི་རྟེན་བེ་ཊར་འདི་གཉིས་ཆ་ར་ དབྱེ་བ་མེད་མི་དང་ ཕྱོགས་སོ་སོ་སྦེ་ཡོད་མི་ཚུ་ཨིན།,གཞི་རྟེན་བེ་ཊར་འདི་གཉིས་ཆ་ར་ འདྲ་མཉམ་དང་ ཕྱོགས་གཅིག་སྦེ་ཡོདཔ་ཨིན།,གཞི་རྟེན་བེ་ཊར་འདི་གཉིས་ཆ་ར་ འདྲ་མཉམ་དང་ ཕྱོགས་གཅིག་སྦེ་ཡོདཔ་ཨིན།,གཞི་རྟེན་བེ་ཊར་འདི་གཉིས་ཆ་རང་འདྲ་མཉམ་དང་ ཕྱོགས་སོ་སོ་ཨིན།,d
hsc-physics-12-174,གསུམ་པ་ ཤུགས་ཀྱི་སོར་བསྒྱུར་གྱི་ཚད་,མཐའ་མེད་པའི་,ལེགས་བཅོས་འབདཝ་ཨིན།,༠ ཨིན་པས།,ནུས་མེད་,c
hsc-physics-12-175,འོག་གི་ལོ་རྒྱུས་ཚུ་ལས་ག་འདི་བདེན་པ་ཨིན་ན་?,g(R-h) /R,gR^{2}/(R+h) ^{2} འདི་ཡང་ སྦ་སྒོར་འདི་ནང་ལུ་ཨིན།,gR/(R+h),#ERROR!,b
hsc-physics-12-176,འོག་གི་ཐིག་ཁྲམ་ནང་ལུ་ ཤུགས་འཕར་གྱི་གནས་གོང་འདི་ g'ཨིན་པ་ཅིན་,3\hat{i}-6\hat{j} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,༣\hat{i} དེ་ཚུ་,༨་\hat{k},༦་\hat{j} འདི་ཚུ་,c
hsc-physics-12-177,#ERROR!,ཀི་ལོ་མི་ཊར་ ༡.༨༤^{-1},ཀི་ལོ་མི་ཊར་ ༢.༨༤^{-1},ཀི་ལོ་མི་ཊར་ ༣.༣༨^{-1},ཀི་ལོ་མི་ཊར་ ༤༠༠^{-1},a
hsc-physics-12-178,སྦུག་གི་ཤུགས་ཀྱིས་འབད་ཡོད་པའི་ལཱ་ -,r^{\circ} དེ་ནང་ལུ་,4^{\circ} འདི་ཡང་ 4^{\circ} ཨིན།,༣༠^{\circ} འདི་ཡང་,༤༠^{\circ} འདི་ཡང་ བརྒྱ་ཆ་ ༤༠^{\circ},b
hsc-physics-12-179,འཛམ་གླིང་གི་དཀྱིལ་འཁོར་ཚད་ R དང་ འཛམ་གླིང་ནང་ དབྱེ་སེལ་གྱི་ཤུགས་ g ཨིན། ས་གཞི་གུ་ལས་ h འདི་ཡར་སོངཔ་ད་ལུ་ ཤུགས་འཕར་ཚད་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,\frac{R^{2}}{M}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{M}{R^{2}}ལུ་ བསྒྱུར་གཏང་ནུག,\frac{R}{M}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{M}{R}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,a
hsc-physics-12-180,\vec{A}=3\hat{i}+6\hat{j}ལུ་ དབྱེ་བ་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,ནུས་ཤུགས་ཀྱི་དབྱེ་བ་,གློག་ཤུགས་,ནུས་ཤུགས་འདི་ ཀེ་མི་ལི་ལས་ཐོབ་ནུག,ཚ་དྲོད་གློག་ཤུགས་,a
hsc-physics-12-181,N.T.P. ཧའི་ཌོ་ཇེན་གི་ཤུགས་ཚད་ 0.09 ཡོད་མི་ ཀེར་ཐིག་གི་ཤུགས་ཚད་དེ་རྩིས་སྟོནམ་ཨིན།,g=4\pi^{2}(l+r) འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,g=\frac{(l+r)}{4\pi^{2}} འདི་ཡང་ སྦ་སྒོར་གི་ས་སྒོ་འདི་ཨིན།,g=\frac{4\pi^{2}}{(l+r) } འདི་ཡང་ སྦ་སྒོར་འདི་ནང་ སྦ་སྒོར་དེ་གི་ སྦ་སྒོར་དེ་གི་ སྦ་སྒོར་དེ་གི་ སྦ་སྒོར་དེ་གི་ སྦ་སྒོར་དེ་གི་ སྦ་སྒོར་དེ་གི་,g=\pi^{2}(l+r) འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,d
hsc-physics-12-182,ཟུར་ཐིག་སྦོམ་ཤོས་འདི་ ཕྲང་ལམ་ལུ་ཡོད་པའི་ཨོསི་ལི་ཊར་ནང་ལུ་ཨིན།,\frac{1}{2} KTལུ་ ཨེབ་གཏང་འབད།,ཀི་ཊི་,ཀི་ཊི་༣,ཀི་ཊི་༦,c
hsc-physics-12-183,འཛམ་གླིང་གི་ལྗིད་ཚད་ M དང་ ཕྲང་ཚད་ R ཨིནམ་ད་ འཛམ་གླིང་གི་ལྟག་ལུ་ G/g འབད་མི་ཕྱདཔ་ད་,ལེགས་བཅོས་འབདཝ་ཨིན།,ནུས་མེད་,༠ ཨིན་པས།,གྱངས་ཁ་འདི་ མར་བབས་སོང་ནུག,b
hsc-physics-12-184,འདི་ལུ་ཤུགས་ག་ཅི་ཡོདཔ་སྨོ་ འདི་ལུ་ཤུགས་འདི་ ག་དེ་ཅིག་ཡོདཔ་ཨིན་ན?,13.5mm Hgp ཨིན་པུཊི་,17.60mm Hgp ཨིན་པུཊི་,༡༨.༤༡༦ mm Hgp,76.04mm Hgp ཨིན་པུཊ་,a
hsc-physics-12-185,ཨང་གཉིས་པའི་ཨེན་ཊི་རིགསི་འདི་ག་དེ་ཅིག་ཕྲངམ་ཨིན་ན?,ཨང་དང་ལྡབ་གཅིག་,ཐེངས་གཉིས་པ།,ཚར་གསུམ་ཨིན།,ཐེངས་བཞི་ཨིན།,a
hsc-physics-12-186,རང་དབང་གི་གནས་ཚད་༦ཡོད་མི་ རྡུལ་ཕྲན་ཅིག་གི་ ནུས་ཤུགས་ཡོངས་བསྡོམས་འདི་,ཨང་དང་ལྡབ་གཅིག་,ཐེངས་གཉིས་པ།,ཚར་གསུམ་ཨིན།,ཐེངས་བཞི་ཨིན།,a
hsc-physics-12-187,དངོས་པོ་ལུ་གནོད་པའི་ནུས་པ་,100%,141%,200%,400%,b
hsc-physics-12-188,ས་གནས་ཀྱི་གནས་ཚད་དེ་ སྦ་སའི་གནས་ཚད་དེ་ བརྒྱ་ཆ་༨༠ ཨིནམ་ད་ སྦ་སའི་གནས་ཚད་དེ་ བརྒྱ་ཆ་༡༠.༥༢ ཨིན་ཊར་པིརཌི་ཨིན། ཚ་དྲོད་དང་འབྲེལ་བའི་ཁུ་བ་གི་ཤུགས་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,ཐོརཀ་ \times དུས་ཚོད་,ཐོརཀི\times ཟུར་ཐིག་གི་འགྱུར་ལྡོག་,ཐོར་ཀི\times ཟུར་གྱི་མགྱོགས་ཚད་,ཐོར་ཀི\times ཟུར་ཐིག་གི་མགྱོགས་ཚད་,c
hsc-physics-12-189,ལྕགས་ཐག་གི་མཐའ་མ་ལུ་ཤུགས་ ༢༠ ནུས་ཤུགས་སྦེ་ལག་ལེན་འཐབ་སྟེ་ ཡན་ལག་གི་རིང་ཚད་དེ་ ༢ མེ་ཊར་དང་ དོག་མ་དེ་ ༡་༡༠་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢ Y=2\times 10^{11}Nm^{-2} འདི་ཡང་ ཀེར་ཐིག་ ༡ དང་ ༡ གི་བར་ན་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-physics-12-190,ཟུར་ཐིག་གི་ཁྱབ་ཚད་འདི་ ༢ དང་ཤུགས་འདི་ ༢ ལུ་ཡར་འཕར་འབད་བ་ཅིན་ ཚེ་རིང་འདི་ ༢ ལུ་ཡར་འཕར་འོང་ག་ཟེར་ཨིན་མེན་ན་?,100 Nm^{-1} དེ་ ནུས་ཤུགས་ཀྱི་རིམ་པ་ཨིན།,120 Nm^{-1} དེ་ ནུས་ཤུགས་ཀྱི་རིམ་པ་ཨིན།,250 Nm^{-1} དེ་ ནུས་ཤུགས་ཀྱི་རིམ་པ་ཨིན།,500 Nm^{-1} འདི་ ནུས་ཤུགས་ཀྱི་རིམ་པ་ཨིན།,b
