identity,question,a,b,c,d,correct_ answer
hsc-zoology-12-172,བརྟག་དཔྱད་འབད་དགོ་པའི་ས་སྒོ་ A འདི་ནང་ལུ་ ཤུགས་ལྡན་གྱི་ཨེན་ཇེམ་འདི་ རང་སོའི་གཟུགས་ཁམས་ཕྲན་ག་ཏེ་ལས་ ཐོན་འོང་ག་ཟེར་བ་ཅིན་,ཇེ་ལི་ཉ་,བྱི་ཅུང་,མི་ཚུ་,བྱི་ཅུང་,a
hsc-zoology-12-173,Gregor Johan Mendel འདི་ རྒྱལ་ཁབ་ག་ཏེ་ལུ་སྐྱེས་ཡོདཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",a
hsc-zoology-12-174,ལུས་འབྲེལ་གྱི་ཡན་ལག་འདི་:,མཆོང་ཏོ་གི་ཚིགས་ཕྲན་ཚུ།,ཨཱལ་ཕ་ཀེལ་,གོབེལཊ་གི་སྲོག་ཆགས་ཚུ་,བེ་ཊ་ཀཱོལ་,a
hsc-zoology-12-175,Lamarque གི་ཆོས་ལུགས་འདི་ གཞི་རྩ་ག་དེ་ཅིག་ལུ་ གཞི་བཙུགས་ཡོདཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-176,ཝི་ནཱས་གི་སེམས་འདི་ སེམས་ཅན་གྱི་རིགས་ག་ཏེ་ལུ་ཡོདཔ་ཨིན་ན?,ནིཌོ་སི་ཊི་,སྐྱེ་བའི་སྒོ་ཏོ་འདི་,ཟས་བཅུད་ཀྱི་སྲོག་ཆགས་ཚུ།,མཆོང་ཏོ་གི་ཚིགས་ཕྲན་ཚུ།,c
hsc-zoology-12-177,ཟ་ཚར་བའི་ཤུལ་ལུ་ ཐད་ཀར་དུ་ གཟུགས་ནང་འཛུལ་མི་ནང་ལས་ ཐད་ཀར་དུ་ སོར་བསྒྱུར་མ་རྐྱབ་པར་ ཟ་མི་ག་ཡོདཔ་ཨིན་ན?,ས་སྨན་གི་ཚྭ།,ཨ་མ་ཤི་,ལི་པིཌ་,ཉ་རྒོད་ཚུ་,a
hsc-zoology-12-178,འ་ནི་གྲལ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,SA node \rightarrow AV node \rightarrow bundle of his \rightarrow པེར་ཀི་ནི་ཇི་གི་ཕྲ་རིང་,SA node \rightarrow AV node \rightarrow perineal fibers \rightarrow ཁོ་གི་སྦྲགས་ཐིག་,AV node \rightarrow SA node \rightarrow perineal fibers \rightarrow ཁོ་གི་སྦྲགས་སྒྲོམ་,AV node \rightarrow bundle of his \rightarrow SA node \rightarrow perineal fibre ཕྲ་རིང་གི་ཕྲ་རིང་གི་ཕྲ་རིང་གི་ཕྲ་རིང་གི་ཕྲ་རིང་གི་ཕྲ་རིང་,a
hsc-zoology-12-179,ལྕགས་རིགས་ཀྱི་རྒྱུ་རྫས་ག་འདི་ ཁྲག་མཁྲེགས་གཏང་ནི་ལུ་ཕན་ཐོགས་ཡོདཔ་ཨིན་ན?,ཀ་^{++},Mg^{++} འདི་ཡང་,ཀུ་^{++},Fe^{++} འདི་ནང་ལུ་,a
hsc-zoology-12-181,i. ཧེ་མོ་ཕི་ལི་ཡ་,དབུགས་གཏོང་ལེན་,སྒྲ་ཆས་ཚུ་,མུ་ཏིག་ཐིག་,ཝི་སི་ཊི་བི་ལ,b
hsc-zoology-12-182,༢། ཏ་ལ་སེམ་ཡཱན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-183,གསུམ་པ་ མཚིགས་ཚིགས་ཀྱི་ཉམས་འགྱོ་ནི་,པེ་པསི་ནོ་ཇེན་,ཐིཔ་སི་མ,གེ་ཟ་གི་ནད་,རེན་ནི་,d
hsc-zoology-12-184,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,པེ་བཊི་ཌི་,པེ་པཱཊོན་,ཨ་མཱནོ་ཨེ་སིཌ་,ཨེཆ་སི་ཊིབི་ ཨེསི་ཌི་,b
hsc-zoology-12-185,"Casine + ཆུ་ \xrightarrow{A} པ་ར་ཀེསི་ (B)

stimulant A འདི་ག་ཏེ་ལས་ཐོན་འོང་ག་?",ཚལ་ལུགས,དབུགས་གཏོང་ལེན་,ལེགས་བཅོས་འབད་ཚར་ནུག,སྐྱེལ་འདྲེན་,a
hsc-zoology-12-186,"Casine + ཆུ་ \xrightarrow{A} པ་ར་ཀེསི་ (B)

བི་གི་ཆ་ཤས་འདི་ བཏོན་བཏངམ་ཨིན།
Nephridia འདི་ རིམ་ལུགས་ག་དང་འབྲེལ་བ་ཡོདཔ་ཨིན་ན?
ཡུ་རོ་ཀོ་ཌ་ཏ་འདི་ ཤར་ཕྱོགས་ཀྱི་ཁྱད་ཆོས་ཅིག་ཨིན།",i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",a
hsc-zoology-12-187,i. གཟུགས་འདི་ ཊུ་ནིཀ་གིས་བཀབ་སྟེ་འདུག,Platyhelminthes,Echinodermata,ཨ་ནཱེ་ལི་ཌ་,རྡོག་མ་,d
hsc-zoology-12-188,༢། སྦོམ་འགྱོ་མི་སེམས་ཅན་ཚུ་ ས་གནས་གཞན་ཁར་འགྱོ་མི་བཏུབ་པས།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",a
hsc-zoology-12-189,གསུམ་པ་ དུས་རྒྱུན་གྱི་ཐོ་ཡིག་འདི་ ད་ལྟོའི་གནས་སྟངས་ནང་ཡོདཔ་ཨིན།,১১-১২,১৩-১৪,১৫-১৬,১৭-১৮,d
hsc-zoology-12-190,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",c
hsc-zoology-12-191,འབྱིའུ་ཅུང་འདི་ དུས་རབས་ག་ཏེ་གི་ སེམས་ཅན་ཅིག་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",c
hsc-zoology-12-192,Grasshopper གི་ཕོཝ་ནང་ལུ་ ...,SAN \rightarrow AVN \rightarrow པེར་ཀིན་ཇི་བེ་སིཊི་ \rightarrow བཱོན་ཌལ་ ཨོཕ་ ཧིཇ་,SAN \rightarrow པེར་ཀིན་ཇི་བེ་ཊར་ \rightarrow AVN ཁོ་གི་སྦྲགས་སྦྲགས་,SAN \rightarrow AVN \rightarrow ཁོ་གི་པེར་ཀིན་ཇི་ཚིགས་ཏོ་གི་སྦྲགས་སྒྲོམ་,AVN \rightarrow SAN \rightarrow ཁོ་གི་སྦྲགས་ཐིག་ \rightarrow པེར་ཀི་ནེཇི་བེ་ལར་,c
hsc-zoology-12-193,i. ཏ་ར་གཱམ་,ཕའི་བིརི་ནིན་,ཧེ་པ་རཱིན་,ཧིས་ཏམ་མིན་,སེརམ,a
hsc-zoology-12-194,༢། སཱཊར་ནེམ་,ཨཱ་ལིན་ཌེ་གི་ས་སྒོ་,ཨ་ལིན་ཌར་གི་ཁུག་ཁུག,ནེ་ལའི་གི་ཁུག་ཁུག,ནེ་ལའི་གི་ཨའི་ཏཱོལ་,c
hsc-zoology-12-195,གསུམ་པ་ པུ་རུ་རཱན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",c
hsc-zoology-12-196,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-197,རུ་ཨི་ཉ་གི་ཕོཝ་ནང་ཡོད་མི་ ཕྲ་རིང་གི་གྱངས་ཁ་འདི་,དེ་ལས་ ད་འདི་ནང་ལུ་ Charles Darwin གིས་,ཇའི་བཱ་པིས་ཏིསི་ ལ་མཱར་ཀ,August Weizmann གིས་སླབ་མི་ནང་,Hugo the Vries གིས་བྲིས་ནུག,b
hsc-zoology-12-198,མེ་གིས་འཚིག་པའི་ནང་ལས་བཏོན་གཏང་འོང་།,"Bb,Bb",བི་བི་ བི་བི་,ཨེབ། ཨེབ། ཨེབ།,བི་བི་ བི་བི་,a
hsc-zoology-12-199,i. ཚ་གྱང་ལང་དོ་,১ : ১,২ : ১,৩ : ১,১ : ২,c
hsc-zoology-12-200,༢། ཨིན་སུ་ལིན་,Nematoda,ཨར་ཏོ་པོ་ཌ་,Playtyhelminthes,Echinodermata,c
hsc-zoology-12-201,གསུམ་པ་ ཏིརི་པསི་བཱིན་,ཕི་བི་ནོ་ཇེན་,པྲོཏོ་རོམ་བཱིན་,ཁྲག་ཤུགས་ཀྱི་རིམ་པ་ (thromboplastin),ཀའི་ནེཇ་,c
hsc-zoology-12-202,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,Trypsinདང་Collagenase ཟེར་མི་གཉིས་ཆ་ར་གིས་,ཀའི་མོཊི་རི་པཱསི་དང་ ཕོསི་ཕོཔ་ཇི་,ཀོ་ལ་ཇེ་ནེསི་དང་ ལི་པེཇ་,པེ་པཱསི་བཱེན་དང་ ཨ་མ་ལེཇ་,a
hsc-zoology-12-204,,བི་ཀཱསི་པིཌ་,ཊའི་ཀཱོསི་པིཌ་,ཡུ་སི་ཊོ་ཤི་ཡཱན་,ཟླཝ་ཕྱེད་ཀྱི་ཟླཝ་,b
hsc-zoology-12-205,འོག་གི་ལོ་རྒྱུས་ཚུ་ནང་ལས་ ག་དེ་སྦེ་ར་ བདེན་པ་མཐོང་ཚུགས་ག་ཟེར་བ་ཅིན་,0.1,0.3,0.5,0.7,a
hsc-zoology-12-207,i. དུམ་གྲ་ཅིག་གསལ་ཏོག་ཏོ་མེན།,100,75,50,25,c
hsc-zoology-12-208,༢། ཨེ་པི་སི་ཊི་སི་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-209,གསུམ་པ་ སྲོག་གཅོད་འབད་མི་ རིགས་མཚན་,བྲང་,ས་སྒོ་ཚུ་,སྒལ་ཏོ་,དབྱུག་,a
hsc-zoology-12-210,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,ཧཱག་ཉ་,ཉ་རྒོད་,ཌའི་ལོག་ནང་ལུ་,ལཱམ་པྲ་,d
hsc-zoology-12-211,རིགས་བརྒྱུད་ཀྱི་ཁྱད་ཆོས་འདི་ ག་ལུ་ཁྱབ་སྟེ་ཡོདཔ་ཨིན་ནའི་ དབྱེ་ཞིབ་འདི་ ག་ལས་ཐོབ་ཡོདཔ་ཨིན་ནའི་ དབྱེ་ཞིབ་འདི་ ག་ལུ་བྱིན་ཡོདཔ་ཨིན་ནའི་ དབྱེ་ཞིབ་འདི་ ག་ལུ་བྱིན་ཡོདཔ་ཨིན་ནའི་ དབྱེ་ཞིབ་འདི་ ག་ལུ་བྱིན་ཡོདཔ་ཨིན་ནའི་ དབྱེ་ཞིབ་འདི་ ག་ལུ་བྱིན་ཡོདཔ་ཨིན་ནའི་ དབྱེ་ཞིབ་འདི་ ག་ལུ་བྱིན་ཡོདཔ་ཨིན་ནའི་ དབྱེ་ཞིབ་འདི་ ག་ལུ་བྱིན་ཡོདཔ་ཨིན་ནའི་ དབྱེ་ཞིབ་འདི་ཨིན།,2,3,4,7,c
hsc-zoology-12-212,"ཀོག་ནག་གི་ གིནི་པིག་གཉིས་ཆ་ར་ དཀར་དང་ དཀརཔོ་གཉིས་ཆ་ར་ལུ་ སྐྱེ་བའི་སྐབས་ དར་ཁྱབ་སོང་ཡི།

ཇི་ནོ་པིག་གི་ ཕམ་ཡང་ན་ཨ་པ་གི་ ཇི་ནོ་པིག་འདི་ ག་དེ་སྦེ་ཡོདཔ་ཨིན་ན?",དར་ཝིན་,ཧཱུཀ་སི་ལི།,ཧེ་ཀེལ་,ལ་མཱར་ཀ,d
hsc-zoology-12-213,"ཀོག་ནག་གི་ གིནི་པིག་གཉིས་ཆ་ར་ དཀར་དང་ དཀརཔོ་གཉིས་ཆ་ར་ལུ་ སྐྱེ་བའི་སྐབས་ དར་ཁྱབ་སོང་ཡི།

བརྟག་ཞིབ་འབད་སའི་འོད་ལུ་ དཀརཔོ་དང་དཀརཔོ་གཉིས་ཆ་ར་གི་ བརྒྱ་ཆ་ག་དེ་ཅིག་ཡོདཔ་ཨིན་ན?",གེལའུ་ཀོཟ་དང་ ཕོརཀོཟ་,མལ་ཏོ་ཟེ་+གཱལའུ་ཀོཟ་,མཱལ་ཊོ་ཟ་+གཱལ་ཊོ་ཟ་,གེལའུ་ཀོཟ་+གཱལ་ཀོཟ་,a
hsc-zoology-12-214,ལྕགས་ཚ་ཏོམ་འདི་ དུས་ཡུན་ག་དེམ་ཅིག་ལུ་ འཐོབ་ཚུགས་ནི་ཨིན་ན?,སྦ་བཞག་ཡོད་པའི་གློག་ཐག་ར་བ་,པྲོ་ཀོཊ་ ཨེ་པིས་ཏའེས་སི་,སྦ་སྒོར་གཉིས་འབད་མི་ ཨེཔ་སི་ཊ་སི་སི་,Polygenic Inheritance ཟེར་མི་འདི་ཡང་,c
hsc-zoology-12-215,རྨ་ཤུལ་ལུ་ཡོད་པའི་ ཁྲག་ཚིགས་ཚིགས་ཀྱི་སྲོག་ཆགས་ཀྱི་ཆ་ཤས་འདི་ ག་ཅི་སྦེ་མིང་བཏགས་ཡོདཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-216,འ་ནི་ལས་ག་དེ་ཅིག་གིས་ མཆིན་པའི་ཆ་ཤས་ཚུ་ བཀྲམ་སྤེལ་འབད་དོ་ཡོདཔ་ཨིན་ན?,མཆིན་པ་,ཨཱག་ནའི་ཤི་ཡ།,གློག་ཐག་ར་བ་,གླང་ཁོག་,d
hsc-zoology-12-218,i. ཁྲག་རིགས་ ཨེཔ་,ཀོ་ཀ་ས་ \rightarrow Trocanthar \rightarrow Fimar \rightarrow Tibia \rightarrow Tarsus ཀོ་ཀ་ས་ \rightarrow Trocanthar \rightarrow Fimar \rightarrow Tibia \rightarrow Tarsus ཀོ་ཀ་ས་ \rightarrow Tarsus ཀོ་ཀ་ས་ \rightarrow Tarsus ཀོ་ཀ་ས་ \rightarrow,ཊོ་ཀ་ནཊ་ར་ \rightarrow Fimar \rightarrow Tibia \rightarrow ཀོ་ཀ་སི་ \rightarrow ཏར་སིས་,ཀོ་ཀ་ས་ \rightarrow Fimar \rightarrow Trocanthar \rightarrow Tibia \rightarrow Tarsus,ཊོ་ཀ་ནཊ་ར་ \rightarrow ཀོ་ཀ་སི་ \rightarrow ཊི་བི་ཡ་ \rightarrow ཕི་མཱར་ \rightarrow ཏར་སིསི་,a
hsc-zoology-12-219,༢། ཁྲག་རིགས་ B ཨིན་པས།,ཁེ་ལི་ཡ་ཀཱོ་ མེ་སེན་ཊེ་རིཀ་,ཨི་ལི་ཡ་ཀ,ཕམ་ཚུ་གིས་,ཀ་ཌཱལ་,b
hsc-zoology-12-220,གསུམ་པ་ AB ཁྲག་རིགས་ཨིན།,ལྡོག་ཕྱོགས་འགོ་ཁྲིདཔ་གི་ཁ་ཐུག་ལས་ ...,ཨེཆ་ཨེན་ཨེན་ ཨེཆ་ཨེན་ཨེན་ ཨེཆ་ཨེན་ཨེན་ ཨེཆ་ཨེན་ཨེན་ ཨེཆ་ཨེན་ ཨེཆ་ཨེན་ཨེན་ ཨེཆ་ཨེན་ཨེན་ ཨེཆ་ཨེན་ཨེན་ ཨེཆ་ཨེན་ཨེན་ཨེན་,ཨེཕ་ཨར་ཨེམ་ བི་ཨར་ཨེམ་ བི་ཨར་ཨེམ་ བི་ཨར་ཨེམ་,ལྡོག་ཕྱོགས་འགོ་ཁྲིདཔ་ཅིག་ཨིན་མི་ ཌོག་ཊར་ཀརྨ་ཚེ་རིང་གིས་ སླབ་མིའི་ནང་ ད་རེས་ནངས་པར་ རྒྱལ་ཁབ་ནང་ ནད་ཡམས་ཀོ་བིཌ་-༡༩ ཐོབ་མི་གི་གྱངས་ཁ་དེ་ མཐོ་ཤོས་ཅིག་སྦེ་ར་ མཐོངམ་མས་ཟེར་ཨིན་པས།,a
hsc-zoology-12-221,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,"xBY དང་ xBxB,XBxb","xbY དང་ XBxB,xbxb","xBY དང་ xBxb,xbxb","xbY དང་ xBxB,xBxn",d
hsc-zoology-12-222,རུ་ཨི་ཉ་གི་གཤོག་སྒྲོམ་འདི་ག་ཏེ་ཡོདཔ་ཨིན་ན?,ལྗིད་ཚད་མར་བབས་སོང་ཡོདཔ།,ལྗིད་ཚད་ཚད་དང་པའི་ནང་,དབྱེ་རིམ་གཉིས་པ་གི་ རླུང་འཚུབས་,དབྱེ་རིམ་གསུམ་པ་གི་ས་སྟོང་,a
hsc-zoology-12-223,ཨ་མཱོ་སི་ཊི་ (Ammocete) ཟེར་མི་ བྱི་ཅུང་དེ་ ག་ལུ་ཡོདཔ་ཨིན་ན?,གཱུལ་ཀ་གཱོན་,ཨིན་སུ་ལིན་,སོ་མ་ཏོ་སི་ཊ་ཊིན་,མཆིན་པ་ལུ་ཡོད་པའི་པི་ལི་པེཊི་ཌི་,a
hsc-zoology-12-224,གཟུགས་ཀྱི་ཡན་ལག་འདི་ ག་དེ་ཅིག་སྦོམ་ཡོདཔ་ཨིན་ན?,ཀི་རི་ཨའི་ཊིན་,སྲོག་ཆགས་བཀག་ཐབས་,གློ་བུར་གྱི་ལཱ་,ལིམ་ཕོ་སིཊ་,c
hsc-zoology-12-225,ཐོབ་ཐངས་དང་ རིགས་བརྒྱུད་ཀྱི་ཁྱད་ཆོས་ཚུ་ ཟེར་མི་འདི་ ག་ལུ་ཁྱབ་ནུག,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",c
hsc-zoology-12-226,སཱུག་རོཇ་ཨེ་ནེཟི་གིས་ སཱུག་རོཇ་མར་བབས་བཏང་སྟེ་ ག་ཅི་བཟོཝ་ཨིན་ན?,ལ་མཱར་ཀ,དེ་ལས་ ད་འདི་ནང་ལུ་ Charles Darwin གིས་,ཧཱུའུ་གཱོ་ ཌ་ཝི་རཱསི་,ཨཱལ་ཕ་རེནཌ་ ར་སཱལ་,a
hsc-zoology-12-227,ཀ་མཱལ་སེཕ་དང་ ཁོ་གི་ཨམ་སྲུ་གཉིས་ཆ་ར་ ཁ་སླབ་ནི་མེདཔ་ཨིན་རུང་ ཁོང་གི་ཨ་ལོ་ཚུ་ སྤྱིར་བཏང་རང་འདུག,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-228,,porifera,nematoda,mollasca,ཨ་ནཱེ་ལི་ཌ་,c
hsc-zoology-12-229,བྱིས་པ་དེ་ཚུ་ དྲོད་འབར་གྱི་འོད་ལུ་ རང་བཞིན་སྦེ་ར་སྡོད་དགོ་མི་འདི་ ག་ཅི་ལུ་བརྟེན་ཨིན་ན་?,2,5,8,10,a
hsc-zoology-12-230,ཀ་མཱལ་སེཕ་དང་ ཁོ་གི་ཨམ་སྲུ་གཉིས་ཆ་ར་ ཁ་སླབ་ནི་མེདཔ་ཨིན་རུང་ ཁོང་གི་ཨ་ལོ་ཚུ་ སྤྱིར་བཏང་རང་འདུག,Myxini,Sarcopterygii,Actinopterygii,Chondrichthyes,c
hsc-zoology-12-231,,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",a
hsc-zoology-12-232,F_{2}གི་ཨ་ལོ་ཚུ་ ཁ་སླབ་ནི་མེདཔ་དང་ རྣམ་ཅོག་གོ་ནི་མེདཔ་སྦེ་སྡོད་འོང་།,གེ་ཟ་ནང་ལུ་,གསང་བའི་རྫས་,ཀེལ་སི་ཏོ་ཀི་ནིན་,ཨེན་ཊར་ཀའི་ནིན་,a
hsc-zoology-12-233,i. Sibling Cross གི་ཐོག་ལས་,ཨེ,བི་,ཨེབ,ཨོ་,c
hsc-zoology-12-234,༢། ཧེ་ཊར་ཟི་གའུསི་ཟེར་མི་ ཧེ་ཊར་ཟི་གའུསི་དེ་ སྦ་བཞག་ཡོད་པའི་རྒྱུ་མཚན་ཨིན།,ཀི་རིསི་ཊལ་ནིའིན་གྱི་ཟུར་,ཀེ་རེསི་ཊ་གི་ཐིག་ཁྲམ་འདི་ ཟུར་ཐིག་ཚུའི་ནང་ལུ་ཨིན།,རབ་དམ་ཚིགས་,ཀོར་ནི་ཡཱན་ རིགས་ཕྲན་,a
hsc-zoology-12-235,གསུམ་པ་ སྦ་བཞག་མི་སེརཔོ་འདི་ སྐྱེ་མཆེད་གཅིག་དང་གཅིག་ནང་ དབྱེ་བ་ཕྱེ་ནུག,25%,50%,75%,100%,b
hsc-zoology-12-236,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,ནིའུ་ཊི་རོ་ཕི་ལ,བེ་ཟོ་ཕི་ལ,UC No Phil གི་ཁ་ཐུག་ལས་,ལིམ་ཕོ་སིཊ་,c
hsc-zoology-12-237,ཡུ་རི་ཡཱན་འདི་ ག་ཏེ་ལས་ཐོབ་ཡོདཔ་ཨིན་ན?,གཤམ་འཁོད་མི་གི་གྲལ་ལས་ ༤ དང་ ༥,༥ ལས་ ༡༢ ཚུན་,༥ ལས་ ༧ གི་བར་ན་,༥ ལས་ ༡༥ གི་བར་ན་,c
hsc-zoology-12-238,ག་ལུ་པེ་སི་མཱའཀ་ཟེར་སླབ་ཨིན་ན?,Cnidria,Porifera,Platyhelminthes,Nematoda,b
hsc-zoology-12-239,གེ་ཟ་ཤིང་གི་རྐངམ་འདི་ ...,4,8,20,16,d
hsc-zoology-12-240,རུ་ཡི་ཉ་རིགས་ཀྱི་མཆུ་ཏོ་ནང་ལུ་ ཁྲག་སྐྱེལ་མི་ཁྲག་དེ་ ག་འདི་ཨིན་ན?,ཚད་ལས་བརྒལ་མི་ཚབས་ཆེན་གྱི་གནས་རིམ་དང་པ་,ཚད་ལས་བརྒལ་ཏེ་ དཀའཝ་སྤྱད་ནི་,ལྗིད་ཚད་མར་བབས་སོང་བའི་གནས་རིམ་༣ པ།,ལྗིད་ཚད་མར་བབས་སོང་ཡོདཔ།,b
hsc-zoology-12-241,Rafik གིས་ སྤྱིར་བཏང་གི་རྣམ་པ་མཐོང་མི་ཚུགས་པས་ དེ་འབདཝ་ད་ ཁོ་གི་སྲིངམོ་ Shahnaz གིས་ སྤྱིར་བཏང་གི་རྣམ་པ་མཐོང་ཚུགས་པས་ མ་གཞི་ ཁོ་གི་ཨ་པ་དང་ཨའི་གཉིས་ཆ་ར་ལུ་ གཟུགས་ཀྱི་དབྱིབས་ཚུ་ ལེགས་ཤོམ་སྦེ་རང་མཐོང་ཚུགས་དོ་ཡོདཔ་ཨིན་མས།,རྡོག་མ་,ཨར་ཏོ་པོ་ཌ་,ཨཱན་ནེ་ལི་ཡ་,Echainodarmata ཟེར་མི་འདི་ཨིན།,b
hsc-zoology-12-242,,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-243,"རཱཕ་ཀི་གི་ཨ་པ་དང་ཨའི་གི་ རིགས་དབྱིབས་འདི་ བྱུང་རྐྱེན་ལུ་གཞི་བཞག་སྟེ་ """,མཱལ་ཊོ་ཟ་+གཱལ་སི་རོལ,glycerolདང་ phosphoric acid ཟེར་མི་གཉིས་ཆ་རང་,Glycerol+ Amino Acid གི་རྩིས་སྟོན་འབདཝ་ཨིན།,ཨེཔ་ཊི་ཨེ་སིཌ་+ཇི་ལི་ས་རོལ,d
hsc-zoology-12-244,Rafik གིས་ སྤྱིར་བཏང་གི་རྣམ་པ་མཐོང་མི་ཚུགས་པས་ དེ་འབདཝ་ད་ ཁོ་གི་སྲིངམོ་ Shahnaz གིས་ སྤྱིར་བཏང་གི་རྣམ་པ་མཐོང་ཚུགས་པས་ མ་གཞི་ ཁོ་གི་ཨ་པ་དང་ཨའི་གཉིས་ཆ་ར་ལུ་ གཟུགས་ཀྱི་དབྱིབས་ཚུ་ ལེགས་ཤོམ་སྦེ་རང་མཐོང་ཚུགས་དོ་ཡོདཔ་ཨིན་མས།,མེན་ཌེལ་,དར་ཝིན་,ལ་མཱར་ཀ,Carolus Linnaeus གིས་འབད་བ་ཅིན་,b
hsc-zoology-12-245,,৩:১,১৩:৩,৯:৭,২:১,c
hsc-zoology-12-246,"Rafiq དང་ Shahnaz གི་རིགས་རྒྱུད་འདི་ རྒྱུད་བསྐུལ་འབད་མི་ལུ་གཞི་བཞག་སྟེ་ """,ནིའུ་ཊི་རོ་ཕི་ལ,ལིམ་ཕོ་སིཊ་,ཡུ་ སི་ནོ་ཕི་ལ,ཁྲུང་ཁྲུང་གི་ས་སྒོ་,d
hsc-zoology-12-247,སློབ་རིམ་༡༢ པའི་སློབ་ཕྲུག་ཅིག་ཨིན་མི་ ཇཱན་དེ་ མཐོ་ཚད་ཕིཊ་༡.༦༥ དང་ ལྗིད་ཚད་ཀེ་ཇི་༧༨ ཡོད་མི་ལུ་བརྟེན་ ཁོ་ར་ ཚད་ལས་བརྒལ་མི་ཅིག་ཨིནམ་སྦེ་ བརྩི་དོ་ཡོདཔ་ཨིན་ན།,25%,50%,75%,100%,b
hsc-zoology-12-248,གཟུགས་ཀྱི་ཚིགས་ཀྱི་ ཨེལ་ཕ་ཀེལ་འདི་ལས་ཐོན་མི་ ཧོར་མཱོན་འདི་ག་ཅི་ཨིན་ན།,ཇུ་ར་སི་ཀ,ཀ་བཱོར་ནི་ཕ་རཱསི་,ཨོར་ཌེ་ཝི་སི་ཡཱན་,ཀ་བིརི་ཡཱན་,a
hsc-zoology-12-249,ལཱསི་ཀ་ལུ་ ག་དེ་ཅིག་མེདཔ་ཨིན་ན?,subclavian arteries གི་ནང་འཁོད་ལུ་ཡོད་པའི་ཁྲག་དེ་,ཁུ་བ་ཚིགས་ཀྱི་ཁྲག་དེ་ མཆིན་པ་གི་བར་མཚམས་ཀྱི་ཁྲག་ཨིན།,མཆོང་ཏོ་གི་ཁྲག་དེ་ མཆོང་ཏོ་གི་ཁྲག་ཨིན།,Iliac artery གི་ནང་གསུག་,b
hsc-zoology-12-250,Lab-Dubs ཟེར་མི་སྐད་འདི་ cardiac cycle གི་གནས་རིམ་འདི་ནང་ལུ་ བྱུང་ནུག,པེ་རི་ ཀར་ཌིཡམ་,ཨེ་པི་ ཀར་ཌི་ཡཱམ་,སེམས་ཁམས་འཕྲོད་བསྟེན་,ཨེ་ནཌོ་ཀཱཌི་ཡཱམ་,d
hsc-zoology-12-251,i. འདི་ཤིང་གི་ལྕངམ་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",c
hsc-zoology-12-252,༢། Ventricular call systole གི་ནད་གཞི་ཅིག་ཨིན་མས།,རེན་ནིན་,ཨིན་སུ་ལིན་,ལ་ཀཊོ་ཟ་,ཀེ་སི་བཱེན་,d
